DATE_TIME,VALUE
2021-01-30 19:38:04.162618,5f80ccd641785ba7c7d27b66
2021-01-30 19:33:16.463567,5f80ccd641785ba7c7d27c56
2021-01-24 22:32:57.933623,5f80ccd641785ba7c7d27bad
